九州空港の究極高級航空機,きゅうしゅう くうこうの きゅうきょく こうきゅう こうくうき
首相は酢醤油がお好き,しゅしょうは すじょうゆが おすき
ママ豆豆とママに豆もらい 豆豆まみれママママともがく,ママ まめまめと ママに まめもらい まめまめ まみれ ママ ママ ともがく
馬屋の前の濡れ生麦わら,うまやの まえの ぬれ なま むぎわら
向こうの長押の長薙刀は、誰が薙刀ぞ,むこうの なげしの なが なぎなたは、たが なぎなたぞ
私はあなたに哀れまれたくないのだ,わたしは あなたに あわれまれ たくないのだ
消費支出費,しょうひ ししゅつひ
老若男女 骨粗鬆症,ろうにゃく なんにょ こつ そしょう しょう
抜きにくい釘 引き抜きにくい釘 釘抜きで抜く釘,ぬきにくいクギ ひきぬきにくいクギ クギぬきで ぬくクギ
# 武具馬具武具馬具 三武具馬具 合わせて武具馬具 六武具馬具,ぶぐばぐぶぐばぐ みぶぐばぐ あわせてぶぐばぐ むぶぐばぐ
旅客機100機 各客100人,りょかっき ひゃっき かくきゃく ひゃくにん
# きくきりきくきり三きくきり あわせてきくきり六きくきり,きくきり きくきり みきくきり あわせて きくきり むきくきり
# おおよもぎ餅 こよもぎ餅 おおよもぎ餅 こよもぎ餅,おお よもぎ もち こ よもぎ もち おお よもぎ もち こ よもぎ もち
マサチューセッツ州製、茶筒,マサチューセッツしゅうせい、ちゃづつ
# シチュー死守 シチュー死守 シチュー死守,シチューししゅ シチューししゅ シチューししゅ
調査書捜査中 調査書捜査中 調査書捜査中,ちょうさしょそうさちゅう ちょうさしょそうさちゅう ちょうさしょそうさちゅう
# 赤除雪車 黄除雪車 茶除雪車,あかじょせつしゃ きじょせつしゃ ちゃじょせつしゃ
骨粗鬆症 訴訟勝訴,こつそしょうしょう そしょうしょうそ
東京 特許 許可局 許可局長,とうきょう とっきょ きょかきょく きょか きょくちょう
伝染病 予防病院 予防病室,でんせんびょう よぼうびょういん よぼうびょうしつ
暴走車掌 車窓清掃 修行中,ぼうそうしゃしょう しゃそうせいそう しゅぎょうちゅう
拒食症の教祖と競争する高所恐怖症の高僧,きょしょくしょうの きょうそと きょうそうする こうしょ きょうふしょうの こうそう
京の生鱈 奈良生まな鰹 生米生麦生卵,きょうのなまだら ならなままながつお なまごめなまむぎなまたまご
商社の社長が、シチュー死守,しょうしゃの しゃちょうが、シチュー ししゅ
# 輸出車 輸出書 輸出酢,ゆしゅつしゃ ゆしゅつしょ ゆしゅつす
消費支出 非消費支出,しょうひ ししゅつ ひしょうひ ししゅつ
よぼよぼ病 予防病院 予防病室 よぼよぼ病予防法,よぼよぼびょう よぼうびょういん よぼうびょうしつ よぼよぼびょう よぼうほう
聴取率調査 調査中！聴取率調査 調査中！,ちょうしゅりつ ちょうさ ちょうさちゅう ちょうしゅりつ ちょうさ ちょうさちゅう
ポンコツコンポ ポンコツコンポ,ポンコツコンポ ポンコツコンポ
# ゴルバチョフ書記長の子 子ゴルバチョフ書記長,ゴルバチョフしょきちょうのこ こゴルバチョフしょきちょう
商社の社長が調査書捜査中,しょうしゃの しゃちょうが ちょうさしょ そうさちゅう
